OwnerName,APN,SitusAddress,SitusCity,SitusZip,SubdivisionID,SubdivisionName,Mcr,SectionTownshipRange,IsRental,Weight,PropertyDescription,OwnerMailingAddress,McrNumber,PropertyType,PUCCode,ImprFCV,LandFCV,Neighborhood,MarketArea,Stories,LandSize,SalePrice,SaleDate,FullCashValue,LivableSqFootage,ConstructionYear,WeightedAge,PoolArea,Foreclosed,Floor1SqFt,Floor2SqFt,Floor3SqFt,BasementSqFt,Pool,Garage
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '588', 'clean': '10581588', 'formatted': '105-81-588', 'link': '/api/parcel/10581588'}","2545 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '589', 'clean': '10581589', 'formatted': '105-81-589', 'link': '/api/parcel/10581589'}","2541 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '590', 'clean': '10581590', 'formatted': '105-81-590', 'link': '/api/parcel/10581590'}","2537 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '591', 'clean': '10581591', 'formatted': '105-81-591', 'link': '/api/parcel/10581591'}","2533 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '592', 'clean': '10581592', 'formatted': '105-81-592', 'link': '/api/parcel/10581592'}","2529 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '593', 'clean': '10581593', 'formatted': '105-81-593', 'link': '/api/parcel/10581593'}","2527 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '594', 'clean': '10581594', 'formatted': '105-81-594', 'link': '/api/parcel/10581594'}","2523 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '595', 'clean': '10581595', 'formatted': '105-81-595', 'link': '/api/parcel/10581595'}","2519 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '596', 'clean': '10581596', 'formatted': '105-81-596', 'link': '/api/parcel/10581596'}","2515 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '597', 'clean': '10581597', 'formatted': '105-81-597', 'link': '/api/parcel/10581597'}","2511 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '598', 'clean': '10581598', 'formatted': '105-81-598', 'link': '/api/parcel/10581598'}","2507 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '599', 'clean': '10581599', 'formatted': '105-81-599', 'link': '/api/parcel/10581599'}","2503 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '600', 'clean': '10581600', 'formatted': '105-81-600', 'link': '/api/parcel/10581600'}","2443 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '601', 'clean': '10581601', 'formatted': '105-81-601', 'link': '/api/parcel/10581601'}","2439 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '602', 'clean': '10581602', 'formatted': '105-81-602', 'link': '/api/parcel/10581602'}","2435 W CHANUTE PASS PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '603', 'clean': '10581603', 'formatted': '105-81-603', 'link': '/api/parcel/10581603'}","2518 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '604', 'clean': '10581604', 'formatted': '105-81-604', 'link': '/api/parcel/10581604'}","2522 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '605', 'clean': '10581605', 'formatted': '105-81-605', 'link': '/api/parcel/10581605'}","2526 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '606', 'clean': '10581606', 'formatted': '105-81-606', 'link': '/api/parcel/10581606'}","2530 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '607', 'clean': '10581607', 'formatted': '105-81-607', 'link': '/api/parcel/10581607'}","2534 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '608', 'clean': '10581608', 'formatted': '105-81-608', 'link': '/api/parcel/10581608'}","2538 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '609', 'clean': '10581609', 'formatted': '105-81-609', 'link': '/api/parcel/10581609'}","2542 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '610', 'clean': '10581610', 'formatted': '105-81-610', 'link': '/api/parcel/10581610'}","2546 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '611', 'clean': '10581611', 'formatted': '105-81-611', 'link': '/api/parcel/10581611'}","2550 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '612', 'clean': '10581612', 'formatted': '105-81-612', 'link': '/api/parcel/10581612'}","2554 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '613', 'clean': '10581613', 'formatted': '105-81-613', 'link': '/api/parcel/10581613'}","2558 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '614', 'clean': '10581614', 'formatted': '105-81-614', 'link': '/api/parcel/10581614'}","2602 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '615', 'clean': '10581615', 'formatted': '105-81-615', 'link': '/api/parcel/10581615'}","2606 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '616', 'clean': '10581616', 'formatted': '105-81-616', 'link': '/api/parcel/10581616'}","2610 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '617', 'clean': '10581617', 'formatted': '105-81-617', 'link': '/api/parcel/10581617'}","2614 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '618', 'clean': '10581618', 'formatted': '105-81-618', 'link': '/api/parcel/10581618'}","2618 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '619', 'clean': '10581619', 'formatted': '105-81-619', 'link': '/api/parcel/10581619'}","2626 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '620', 'clean': '10581620', 'formatted': '105-81-620', 'link': '/api/parcel/10581620'}","2630 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '621', 'clean': '10581621', 'formatted': '105-81-621', 'link': '/api/parcel/10581621'}","2634 W CHAMBERS ST PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '622', 'clean': '10581622', 'formatted': '105-81-622', 'link': '/api/parcel/10581622'}","5416 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '623', 'clean': '10581623', 'formatted': '105-81-623', 'link': '/api/parcel/10581623'}","5420 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '624', 'clean': '10581624', 'formatted': '105-81-624', 'link': '/api/parcel/10581624'}","5424 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '625', 'clean': '10581625', 'formatted': '105-81-625', 'link': '/api/parcel/10581625'}","5428 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '626', 'clean': '10581626', 'formatted': '105-81-626', 'link': '/api/parcel/10581626'}","5432 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '627', 'clean': '10581627', 'formatted': '105-81-627', 'link': '/api/parcel/10581627'}","5506 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '628', 'clean': '10581628', 'formatted': '105-81-628', 'link': '/api/parcel/10581628'}","5510 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '629', 'clean': '10581629', 'formatted': '105-81-629', 'link': '/api/parcel/10581629'}","5514 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '630', 'clean': '10581630', 'formatted': '105-81-630', 'link': '/api/parcel/10581630'}","5518 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '631', 'clean': '10581631', 'formatted': '105-81-631', 'link': '/api/parcel/10581631'}","5522 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '632', 'clean': '10581632', 'formatted': '105-81-632', 'link': '/api/parcel/10581632'}","5526 S 26TH LN PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '633', 'clean': '10581633', 'formatted': '105-81-633', 'link': '/api/parcel/10581633'}","2631 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '634', 'clean': '10581634', 'formatted': '105-81-634', 'link': '/api/parcel/10581634'}","2627 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '635', 'clean': '10581635', 'formatted': '105-81-635', 'link': '/api/parcel/10581635'}","2623 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '636', 'clean': '10581636', 'formatted': '105-81-636', 'link': '/api/parcel/10581636'}","2619 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '637', 'clean': '10581637', 'formatted': '105-81-637', 'link': '/api/parcel/10581637'}","2615 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '638', 'clean': '10581638', 'formatted': '105-81-638', 'link': '/api/parcel/10581638'}","2611 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '639', 'clean': '10581639', 'formatted': '105-81-639', 'link': '/api/parcel/10581639'}","2607 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
LENNAR ARIZONA INC/KB HOME PHOENIX INC,"{'Book': '105', 'Map': '81', 'Item': '640', 'clean': '10581640', 'formatted': '105-81-640', 'link': '/api/parcel/10581640'}","2603 W SUNLAND AVE PHOENIX, AZ 85041",PHOENIX,85041,1250,LIBERTY,94439,25-1N-2E,FALSE,101510,AGRICULTURAL,"1665 W ALAMEDA DR STE 130 TEMPE, AZ 85282",94439,AG,4110,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
