OwnerName,APN,SitusAddress,SitusCity,SitusZip,SubdivisionID,SubdivisionName,Mcr,SectionTownshipRange,IsRental,Weight,PropertyDescription,OwnerMailingAddress,McrNumber,PropertyType,PUCCode,ImprFCV,LandFCV,Neighborhood,MarketArea,Stories,LandSize,SalePrice,SaleDate,FullCashValue,LivableSqFootage,ConstructionYear,WeightedAge,PoolArea,Foreclosed,Floor1SqFt,Floor2SqFt,Floor3SqFt,BasementSqFt,Pool,Garage
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '069', 'clean': '11547069', 'formatted': '115-47-069', 'link': '/api/parcel/11547069'}","1121 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"2020 W INDIAN SCHOOL RD BLDG C PHOENIX, AZ 85015",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '070', 'clean': '11547070', 'formatted': '115-47-070', 'link': '/api/parcel/11547070'}","1115 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '071', 'clean': '11547071', 'formatted': '115-47-071', 'link': '/api/parcel/11547071'}","1125 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '072', 'clean': '11547072', 'formatted': '115-47-072', 'link': '/api/parcel/11547072'}","1129 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '073', 'clean': '11547073', 'formatted': '115-47-073', 'link': '/api/parcel/11547073'}","1137 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"200 W WASHINGTON ST 4TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '074', 'clean': '11547074', 'formatted': '115-47-074', 'link': '/api/parcel/11547074'}","1131 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"200 W WASHINGTON ST 8 FLOOR PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '075', 'clean': '11547075', 'formatted': '115-47-075', 'link': '/api/parcel/11547075'}","2206 S 12TH ST PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '076', 'clean': '11547076', 'formatted': '115-47-076', 'link': '/api/parcel/11547076'}","2204 S 12TH ST PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"21640 N 19TH AVE STE C 3 PHOENIX, AZ 85027",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '077', 'clean': '11547077', 'formatted': '115-47-077', 'link': '/api/parcel/11547077'}","2202 S 12TH ST PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '078', 'clean': '11547078', 'formatted': '115-47-078', 'link': '/api/parcel/11547078'}","2228 S 12TH ST PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"1 S 24TH ST PHOENIX, AZ 85034",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '081', 'clean': '11547081', 'formatted': '115-47-081', 'link': '/api/parcel/11547081'}","1134 E GIBSON LN PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,TRUE,102510,Municipal Property,"200 W WASHINGTON ST 8 FLOOR PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '083E', 'clean': '11547083E', 'formatted': '115-47-083E', 'link': '/api/parcel/11547083E'}","1130 E GIBSON LN PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,TRUE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '086', 'clean': '11547086', 'formatted': '115-47-086', 'link': '/api/parcel/11547086'}","1114 E GIBSON LN PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '087', 'clean': '11547087', 'formatted': '115-47-087', 'link': '/api/parcel/11547087'}","1110 E GIBSON LN PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '088', 'clean': '11547088', 'formatted': '115-47-088', 'link': '/api/parcel/11547088'}","1108 E GIBSON LN PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,TRUE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '091', 'clean': '11547091', 'formatted': '115-47-091', 'link': '/api/parcel/11547091'}","1102 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,0,,,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '47', 'Item': '095', 'clean': '11547095', 'formatted': '115-47-095', 'link': '/api/parcel/11547095'}","1130 E HILTON AVE PHOENIX, AZ 85034",PHOENIX,85034,2367,LILY ANN PLACE,4630,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",4630,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '115', 'Map': '50', 'Item': '002E', 'clean': '11550002E', 'formatted': '115-50-002E', 'link': '/api/parcel/11550002E'}","2520 S 12TH ST PHOENIX, AZ 85034",PHOENIX,85034,0,,,16-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
AIRPORT BUSINESS PARK PHOENIX LLC,"{'Book': '116', 'Map': '02', 'Item': '037', 'clean': '11602037', 'formatted': '116-02-037', 'link': '/api/parcel/11602037'}","2328 E VAN BUREN ST PHOENIX, AZ 85006",PHOENIX,85006,2376,SUBDIVISION OF SE4 SEC 3 T1N R3E,141,03-1N-3E,FALSE,102510,Warehouse,"1301 DOVE ST SUITE 1080 PHOENIX, AZ 85008",141,CM,3740,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '03', 'Item': '121', 'clean': '11603121', 'formatted': '116-03-121', 'link': '/api/parcel/11603121'}","802 N 22ND PL PHOENIX, AZ 85006",PHOENIX,85006,2383,SOJOURNER CENTER,37902,03-1N-3E,TRUE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",37902,CM,9780,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
ALARI PHOENIX LLC,"{'Book': '116', 'Map': '09', 'Item': '073C', 'clean': '11609073C', 'formatted': '116-09-073C', 'link': '/api/parcel/11609073C'}","2002 E VAN BUREN ST PHOENIX, AZ 85006",PHOENIX,85006,2376,SUBDIVISION OF SE4 SEC 3 T1N R3E,141,03-1N-3E,FALSE,102510,Light Equipment Sales,"2002 E VAN BUREN ST PHOENIX, AZ 85006",141,CM,1860,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '10', 'Item': '055', 'clean': '11610055', 'formatted': '116-10-055', 'link': '/api/parcel/11610055'}","500 N 20TH ST PHOENIX, AZ 85006",PHOENIX,85006,2396,"MONTEZUMA PLACE  BLKS F, G, H",140,03-1N-3E,TRUE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",140,CM,9720,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '11', 'Item': '001C', 'clean': '11611001C', 'formatted': '116-11-001C', 'link': '/api/parcel/11611001C'}","500 N 20TH ST PHOENIX, AZ 85006",PHOENIX,85006,2396,"MONTEZUMA PLACE  BLKS F, G, H",140,03-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",140,CM,9720,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '11', 'Item': '002', 'clean': '11611002', 'formatted': '116-11-002', 'link': '/api/parcel/11611002'}","1824 E MCKINLEY ST PHOENIX, AZ 85006",PHOENIX,85006,2396,"MONTEZUMA PLACE  BLKS F, G, H",140,03-1N-3E,FALSE,102510,State Property,"215 W WASHINGTON 4TH FLOOR PHOENIX, AZ 85003",140,CM,9580,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '13', 'Item': '001', 'clean': '11613001', 'formatted': '116-13-001', 'link': '/api/parcel/11613001'}","1845 E MCDOWELL RD PHOENIX, AZ 85006",PHOENIX,85006,2404,BOSTROM PLACE,1110,03-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1110,CM,9780,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '13', 'Item': '003', 'clean': '11613003', 'formatted': '116-13-003', 'link': '/api/parcel/11613003'}","1838 E BRILL ST PHOENIX, AZ 85006",PHOENIX,85006,2404,BOSTROM PLACE,1110,03-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1110,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
NORTH PHOENIX BAPTIST CHURCH,"{'Book': '116', 'Map': '14', 'Item': '036A', 'clean': '11614036A', 'formatted': '116-14-036A', 'link': '/api/parcel/11614036A'}","1345 N 16TH ST PHOENIX, AZ 85006",PHOENIX,85006,2405,BRENTWOOD  BLKS 2 THROUGH 5 AND 9 THROUGH 12,1801,03-1N-3E,FALSE,102510,Religious Use,"1345 N 16TH ST PHOENIX, AZ 85006",1801,CM,9270,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '14', 'Item': '096', 'clean': '11614096', 'formatted': '116-14-096', 'link': '/api/parcel/11614096'}","1629 E MCDOWELL RD PHOENIX, AZ 85006",PHOENIX,85006,2412,MCDOWELL HEIGHTS,1326,34-2N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1326,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '14', 'Item': '097', 'clean': '11614097', 'formatted': '116-14-097', 'link': '/api/parcel/11614097'}","1629 E MCDOWELL RD PHOENIX, AZ 85006",PHOENIX,85006,2412,MCDOWELL HEIGHTS,1326,34-2N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1326,CM,9780,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX ELEMENTARY SCHOOL DISTRICT NO 1,"{'Book': '116', 'Map': '16', 'Item': '069A', 'clean': '11616069A', 'formatted': '116-16-069A', 'link': '/api/parcel/11616069A'}","804 N 18TH ST PHOENIX, AZ 85006",PHOENIX,85006,2419,EDISON ELEMENTARY SCHOOL,46711,03-1N-3E,FALSE,102510,Municipal Property,"1817 N 7TH ST PHOENIX, AZ 85006",46711,CM,9790,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '16', 'Item': '070', 'clean': '11616070', 'formatted': '116-16-070', 'link': '/api/parcel/11616070'}","675 N 16TH ST PHOENIX, AZ 85006",PHOENIX,85006,2420,FRANK LUKE ADDITION REVITALIZATION,109014,03-1N-3E,TRUE,102510,Municipal Property,"200 W WASHINGTON ST 8TH FLOOR PHOENIX, AZ 85003",109014,CM,9720,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '16', 'Item': '071A', 'clean': '11616071A', 'formatted': '116-16-071A', 'link': '/api/parcel/11616071A'}","1638 E VILLA ST PHOENIX, AZ 85006",PHOENIX,85006,2420,FRANK LUKE ADDITION REVITALIZATION,109014,03-1N-3E,FALSE,102510,Apartment,"200 W WASHINGTON ST 8TH FLOOR PHOENIX, AZ 85003",109014,CM,364,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '16', 'Item': '071B', 'clean': '11616071B', 'formatted': '116-16-071B', 'link': '/api/parcel/11616071B'}","1775 E MCKINLEY ST PHOENIX, AZ 85006",PHOENIX,85006,2420,FRANK LUKE ADDITION REVITALIZATION,109014,03-1N-3E,FALSE,102510,Apartment,"200 W WASHINGTON ST 8TH FLOOR PHOENIX, AZ 85003",109014,CM,374,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '16', 'Item': '071C', 'clean': '11616071C', 'formatted': '116-16-071C', 'link': '/api/parcel/11616071C'}","1650 E VILLA ST PHOENIX, AZ 85006",PHOENIX,85006,2420,FRANK LUKE ADDITION REVITALIZATION,109014,03-1N-3E,FALSE,102510,Municipal Property,"200 W WASHINGTON ST 8TH FLOOR PHOENIX, AZ 85003",109014,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '18', 'Item': '012A', 'clean': '11618012A', 'formatted': '116-18-012A', 'link': '/api/parcel/11618012A'}","378 N 15TH ST PHOENIX, AZ 85006",PHOENIX,85006,2427,BARKLEY PLACE,716,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",716,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
SOLD ON PHOENIX LLC,"{'Book': '116', 'Map': '18', 'Item': '030', 'clean': '11618030', 'formatted': '116-18-030', 'link': '/api/parcel/11618030'}","321 N 15TH ST PHOENIX, AZ 85006",PHOENIX,85006,2428,CLOVIS PLACE,706,04-1N-3E,FALSE,102510,Duplex,"1425 E MCDOWELL RD PHOENIX, AZ 85006",706,CM,325,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '19', 'Item': '051', 'clean': '11619051', 'formatted': '116-19-051', 'link': '/api/parcel/11619051'}","1416 E PIERCE ST PHOENIX, AZ 85006",PHOENIX,85006,2433,BROWN-HOLSINGER TR,456,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",456,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '19', 'Item': '093A', 'clean': '11619093A', 'formatted': '116-19-093A', 'link': '/api/parcel/11619093A'}","1545 E GARFIELD ST PHOENIX, AZ 85006",PHOENIX,85006,2434,GARFIELD PLACE,1440,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1440,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '19', 'Item': '094A', 'clean': '11619094A', 'formatted': '116-19-094A', 'link': '/api/parcel/11619094A'}","816 N 16TH ST PHOENIX, AZ 85006",PHOENIX,85006,2434,GARFIELD PLACE,1440,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1440,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX BUNGALOWS LLC,"{'Book': '116', 'Map': '19', 'Item': '204', 'clean': '11619204', 'formatted': '116-19-204', 'link': '/api/parcel/11619204'}","1517 E PIERCE ST PHOENIX, AZ 85006",PHOENIX,85006,2437,WALLACE TRACT,604,04-1N-3E,FALSE,102510,Single Family Residence,"530 E MCDOWELL RD NO 107-614 PHOENIX, AZ 85004",604,RD,131,172000,43000,7,22,1,6900,35000,12-Jan,215000,1155,1936,1936,0,FALSE,672,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '21', 'Item': '008', 'clean': '11621008', 'formatted': '116-21-008', 'link': '/api/parcel/11621008'}","1523 E MCDOWELL RD PHOENIX, AZ 85006",PHOENIX,85006,2440,KENWOOD TRACTS A & B,1615,33-2N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1615,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '21', 'Item': '010', 'clean': '11621010', 'formatted': '116-21-010', 'link': '/api/parcel/11621010'}","1521 E MCDOWELL RD PHOENIX, AZ 85006",PHOENIX,85006,2440,KENWOOD TRACTS A & B,1615,33-2N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",1615,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
BOYS CLUB OF METROPOLITAN PHOENIX,"{'Book': '116', 'Map': '21', 'Item': '082A', 'clean': '11621082A', 'formatted': '116-21-082A', 'link': '/api/parcel/11621082A'}","1330 N 15TH ST PHOENIX, AZ 85006",PHOENIX,85006,2440,KENWOOD TRACTS A & B,1615,04-1N-3E,FALSE,102510,Community Service Organization,"4309 E BELLEVIEW ST BLDG 14 PHOENIX, AZ 85008",1615,CM,9070,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '23', 'Item': '102', 'clean': '11623102', 'formatted': '116-23-102', 'link': '/api/parcel/11623102'}","1312 E DIAMOND ST PHOENIX, AZ 85006",PHOENIX,85006,2449,MATHERS SUB AMD,909,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",909,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '23', 'Item': '104', 'clean': '11623104', 'formatted': '116-23-104', 'link': '/api/parcel/11623104'}","1312 E DIAMOND ST PHOENIX, AZ 85006",PHOENIX,85006,2449,MATHERS SUB AMD,909,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",909,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '24', 'Item': '076', 'clean': '11624076', 'formatted': '116-24-076', 'link': '/api/parcel/11624076'}","1210 E GARFIELD ST PHOENIX, AZ 85006",PHOENIX,85006,2456,MCKINLEY PARK,417,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",417,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '24', 'Item': '091', 'clean': '11624091', 'formatted': '116-24-091', 'link': '/api/parcel/11624091'}","1217 E ROOSEVELT ST PHOENIX, AZ 85006",PHOENIX,85006,2456,MCKINLEY PARK,417,04-1N-3E,TRUE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",417,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '24', 'Item': '158', 'clean': '11624158', 'formatted': '116-24-158', 'link': '/api/parcel/11624158'}","1343 E PIERCE ST PHOENIX, AZ 85006",PHOENIX,85006,2457,YAGGY TRACT,452,04-1N-3E,TRUE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",452,CM,9720,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX ELEMENTARY SCHOOL DISTRICT NO ONE,"{'Book': '116', 'Map': '24', 'Item': '172A', 'clean': '11624172A', 'formatted': '116-24-172A', 'link': '/api/parcel/11624172A'}","811 N 13TH ST PHOENIX, AZ 85006",PHOENIX,85006,2430,"GERMANIA PLACE  LOTS 4-11,15-19,21,22,31-36",352,04-1N-3E,FALSE,102510,Municipal Property,"1817 N 7TH ST PHOENIX, AZ 85009",352,CM,9790,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '26', 'Item': '056', 'clean': '11626056', 'formatted': '116-26-056', 'link': '/api/parcel/11626056'}","1129 E TAYLOR ST PHOENIX, AZ 85006",PHOENIX,85006,2467,"MT PLEASANT TRACT BLOCKS 8, 9",209,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",209,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '26', 'Item': '057', 'clean': '11626057', 'formatted': '116-26-057', 'link': '/api/parcel/11626057'}","1125 E TAYLOR ST PHOENIX, AZ 85006",PHOENIX,85006,2467,"MT PLEASANT TRACT BLOCKS 8, 9",209,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",209,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '27', 'Item': '050', 'clean': '11627050', 'formatted': '116-27-050', 'link': '/api/parcel/11627050'}","1024 E PIERCE ST PHOENIX, AZ 85006",PHOENIX,85006,2470,HIGHLAND ADDITION LOTS 93-102,235,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",235,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '27', 'Item': '051', 'clean': '11627051', 'formatted': '116-27-051', 'link': '/api/parcel/11627051'}","1020 E PIERCE ST PHOENIX, AZ 85006",PHOENIX,85006,2470,HIGHLAND ADDITION LOTS 93-102,235,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",235,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '27', 'Item': '052', 'clean': '11627052', 'formatted': '116-27-052', 'link': '/api/parcel/11627052'}","1018 E PIERCE ST PHOENIX, AZ 85006",PHOENIX,85006,2470,HIGHLAND ADDITION LOTS 93-102,235,04-1N-3E,FALSE,102510,Municipal Property,"251 W WASHINGTON ST 8TH FL PHOENIX, AZ 85003",235,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
PHOENIX CITY OF,"{'Book': '116', 'Map': '27', 'Item': '057', 'clean': '11627057', 'formatted': '116-27-057', 'link': '/api/parcel/11627057'}","802 N 12TH ST PHOENIX, AZ 85006",PHOENIX,85006,2471,HOOPERS,278,04-1N-3E,TRUE,102510,Municipal Property,"200 W WASHINGTON ST 4TH FL PHOENIX, AZ 85003",278,LD,9700,0,0,,,0,0,0,,0,0,0,0,0,FALSE,0,0,0,0,FALSE,FALSE
